season_week,season,week,n,k,edr,rank_elim,pct_elim,fanfavor_elim_rank,fanfavor_elim_percentage,rank_hits,pct_hits
26_3,26,3,6,3,0,"['Chris Mazdzer_Witney Carson_26', 'Jennie Finch Daigle_Keo Motsepe_26', 'Mirai Nagasu_Alan Bersten_26']","['Chris Mazdzer_Witney Carson_26', 'Jennie Finch Daigle_Keo Motsepe_26', 'Mirai Nagasu_Alan Bersten_26']",-0.06666666666666665,-0.06666666666666665,3,3
27_1,27,1,13,1,0,['Nikki Glaser_Gleb Savchenko_27'],['Nikki Glaser_Gleb Savchenko_27'],0.0,0.0,1,1
27_2,27,2,12,1,0,['Danelle Umstead_Artem Chigvintsev_27'],['Danelle Umstead_Artem Chigvintsev_27'],-0.09090909090909091,-0.09090909090909091,1,1
27_3,27,3,11,1,0,['Nancy McKeon_Valentin Chmerkovskiy_27'],['Nancy McKeon_Valentin Chmerkovskiy_27'],-0.2,-0.2,1,1
27_4,27,4,10,1,1,['Juan Pablo Di Pace_Cheryl Burke_27'],['Tinashe_Brandon Armstrong_27'],-0.2222222222222222,-0.7777777777777778,0,1
27_6,27,6,9,1,0,['John Schneider_Emma Slater_27'],['John Schneider_Emma Slater_27'],0.125,0.125,0,0
27_7,27,7,8,2,1,"['DeMarcus Ware_Lindsay Arnold_27', 'Joe Amabile_Jenna Johnson_27']","['DeMarcus Ware_Lindsay Arnold_27', 'John Schneider_Emma Slater_27']",0.21428571428571427,-0.21428571428571427,1,2
27_8,27,8,6,2,1,"['Bobby Bones_Sharna Burgess_27', 'Joe Amabile_Jenna Johnson_27']","['Joe Amabile_Jenna Johnson_27', 'Juan Pablo Di Pace_Cheryl Burke_27']",0.5,-0.5,1,2
28_10,28,10,5,1,0,['James Van Der Beek_Emma Slater_28'],['James Van Der Beek_Emma Slater_28'],0.25,0.25,1,1
28_2,28,2,12,1,0,['Mary Wilson_Brandon Armstrong_28'],['Mary Wilson_Brandon Armstrong_28'],0.0,0.0,1,1
28_4,28,4,10,1,1,['Karamo Brown_Jenna Johnson_28'],['Lamar Odom_Peta Murgatroyd_28'],-0.3333333333333333,0.7777777777777778,0,1
28_6,28,6,9,1,0,['Karamo Brown_Jenna Johnson_28'],['Karamo Brown_Jenna Johnson_28'],-0.125,-0.125,0,0
28_7,28,7,8,1,0,['Karamo Brown_Jenna Johnson_28'],['Karamo Brown_Jenna Johnson_28'],-0.14285714285714285,-0.14285714285714285,1,1
28_8,28,8,7,1,1,['Kel Mitchell_Witney Carson_28'],['Kate Flannery_Pasha Pashkov_28'],-0.5,0.0,0,1
28_9,28,9,6,1,1,['Sean Spicer_Lindsay Arnold_28'],['James Van Der Beek_Emma Slater_28'],0.6,-0.39999999999999997,1,0
29_10,29,10,6,2,0,"['Johnny Weir_Britt Stewart_29', 'Justina Machado_Sasha Farber_29']","['Johnny Weir_Britt Stewart_29', 'Justina Machado_Sasha Farber_29']",-0.19999999999999998,-0.19999999999999998,1,1
29_2,29,2,15,1,1,['Carole Baskin_Pasha Pashkov_29'],['Charles Oakley_Emma Slater_29'],0.07142857142857142,0.3571428571428571,0,1
29_3,29,3,14,1,0,['Carole Baskin_Pasha Pashkov_29'],['Carole Baskin_Pasha Pashkov_29'],0.23076923076923078,0.23076923076923078,1,1
29_4,29,4,13,1,0,['Anne Heche_Keo Motsepe_29'],['Anne Heche_Keo Motsepe_29'],-0.16666666666666669,-0.16666666666666669,1,1
29_5,29,5,12,1,1,['Veron Davis_Peta Murgatroyd_29'],['Chrishell Stause_Gleb Savchenko_29'],-0.18181818181818182,0.09090909090909091,0,0
29_6,29,6,11,1,0,['Veron Davis_Peta Murgatroyd_29'],['Veron Davis_Peta Murgatroyd_29'],-0.1,-0.1,1,1
29_7,29,7,10,1,0,['Monica Aldama_Valentin Chmerkovskiy_29'],['Monica Aldama_Valentin Chmerkovskiy_29'],0.2222222222222222,0.2222222222222222,1,1
29_8,29,8,8,1,0,['Chrishell Stause_Gleb Savchenko_29'],['Chrishell Stause_Gleb Savchenko_29'],0.0,0.0,1,1
29_9,29,9,7,1,1,['Justina Machado_Sasha Farber_29'],['AJ McLean_Cheryl Burke_29'],-0.16666666666666666,0.5,0,1
2_1,2,1,10,1,0,['Kenny Mayne_Andrea Hale_2'],['Kenny Mayne_Andrea Hale_2'],0.1111111111111111,0.1111111111111111,1,1
2_2,2,2,9,1,0,"[""Tatum O'Neal_Nick Kosovich_2""]","[""Tatum O'Neal_Nick Kosovich_2""]",0.125,0.125,1,1
2_3,2,3,8,1,0,['Giselle Fernandez_Jonathan Roberts_2'],['Giselle Fernandez_Jonathan Roberts_2'],-0.14285714285714285,-0.14285714285714285,1,1
2_4,2,4,7,1,0,['Master P_Ashly DelGrosso_2'],['Master P_Ashly DelGrosso_2'],0.5,0.5,1,1
2_5,2,5,6,1,0,['Tia Carrere_Maksim Chmerkoskiy_2'],['Tia Carrere_Maksim Chmerkoskiy_2'],0.0,0.0,1,1
2_6,2,6,5,1,1,['Lisa Rinna_Louis van Amstel_2'],['George Hamilton_Edyta Sliwinska_2'],-0.5,0.25,0,1
2_7,2,7,4,1,0,['Lisa Rinna_Louis van Amstel_2'],['Lisa Rinna_Louis van Amstel_2'],0.0,0.0,1,1
30_2,30,2,15,1,0,['Martin Kove_Britt Stewart_30'],['Martin Kove_Britt Stewart_30'],0.07142857142857142,0.07142857142857142,1,1
30_3,30,3,14,1,0,['Christine Chiu_Pasha Pashkov_30'],['Christine Chiu_Pasha Pashkov_30'],-0.4615384615384615,-0.4615384615384615,1,1
30_4,30,4,13,2,1,"['Brian Austin Green_Sharna Burgess_30', 'Kenya Moore_Brandon Armstrong_30']","['Brian Austin Green_Sharna Burgess_30', 'Matt James_Lindsay Arnold_30']",0.16666666666666669,0.33333333333333337,1,2
30_5,30,5,11,1,1,['Suni Lee_Sasha Farber_30'],['Kenya Moore_Brandon Armstrong_30'],-0.4,-0.6000000000000001,0,0
30_6,30,6,10,1,0,['Kenya Moore_Brandon Armstrong_30'],['Kenya Moore_Brandon Armstrong_30'],0.2222222222222222,0.2222222222222222,1,1
30_7,30,7,9,1,1,['Suni Lee_Sasha Farber_30'],['Amanda Kloots_Alan Bersten_30'],-0.125,0.0,0,0
30_8,30,8,8,2,0,"['Jimmie Allen_Emma Slater_30', 'Olivia Jade_Valentin Chmerkovskiy_30']","['Jimmie Allen_Emma Slater_30', 'Olivia Jade_Valentin Chmerkovskiy_30']",0.21428571428571427,0.21428571428571427,2,2
30_9,30,9,6,2,0,"['Melora Hardin_Artem Chigvintsev_30', 'Suni Lee_Sasha Farber_30']","['Melora Hardin_Artem Chigvintsev_30', 'Suni Lee_Sasha Farber_30']",-0.2,-0.2,2,2
31_1,31,1,16,1,0,['Jason Lewis_Peta Murgatroyd_31'],['Jason Lewis_Peta Murgatroyd_31'],0.33333333333333337,0.33333333333333337,1,1
31_2,31,2,15,1,0,['Teresa Giudice_Pasha Pashkov_31'],['Teresa Giudice_Pasha Pashkov_31'],0.5,0.5,1,1
31_3,31,3,14,1,0,['Cheryl Ladd_Louis van Amstel_31'],['Cheryl Ladd_Louis van Amstel_31'],0.38461538461538464,0.38461538461538464,1,1
31_4,31,4,13,1,0,['Sam Champion_Cheryl Burke_31'],['Sam Champion_Cheryl Burke_31'],0.5,0.5,1,1
31_5,31,5,12,1,1,['Jordin Sparks_Brandon Armstrong_31'],['Joseph Baena_Daniella Karagach_31'],-0.1818181818181818,0.0,0,1
31_6,31,6,10,1,1,['Jordin Sparks_Brandon Armstrong_31'],['Jessie James Decker_Alan Bersten_31'],-0.4444444444444444,0.3333333333333333,0,1
31_7,31,7,9,1,0,['Jordin Sparks_Brandon Armstrong_31'],['Jordin Sparks_Brandon Armstrong_31'],-0.125,-0.125,1,1
31_8,31,8,8,2,1,"['Gabby Windey_Valentin Chmerkovskiy_31', ""Heidi D'Amelio_Artem Chigvintsev_31""]","[""Heidi D'Amelio_Artem Chigvintsev_31"", 'Vinny Guadagnino_Koko Iwasaki_31']",-0.2857142857142857,0.2857142857142857,1,2
31_9,31,9,6,2,0,"['Daniel Durant_Britt Stewart_31', 'Trevor Donovan_Emma Slater_31']","['Daniel Durant_Britt Stewart_31', 'Trevor Donovan_Emma Slater_31']",0.19999999999999998,0.19999999999999998,2,2
32_1,32,1,14,1,0,['Matt Walsh_Koko Iwasaki_32'],['Matt Walsh_Koko Iwasaki_32'],0.38461538461538464,0.38461538461538464,1,1
32_2,32,2,13,1,0,['Jamie Lynn Spears_Alan Bersten_32'],['Jamie Lynn Spears_Alan Bersten_32'],-0.16666666666666666,-0.16666666666666666,1,1
32_3,32,3,12,1,0,['Mauricio Umansky_Emma Slater_32'],['Mauricio Umansky_Emma Slater_32'],0.18181818181818182,0.18181818181818182,0,0
32_4,32,4,11,1,1,['Mira Sorvino_Gleb Savchenko_32'],['Mauricio Umansky_Emma Slater_32'],-0.19999999999999998,0.3,0,0
32_5,32,5,10,1,0,['Mira Sorvino_Gleb Savchenko_32'],['Mira Sorvino_Gleb Savchenko_32'],-0.2222222222222222,-0.2222222222222222,1,1
32_6,32,6,9,1,1,['Lele Pons_Brandon Armstrong_32'],['Mauricio Umansky_Emma Slater_32'],-0.5,0.125,0,1
32_7,32,7,8,1,0,['Charity Lawson_Artem Chigvintsev_32'],['Charity Lawson_Artem Chigvintsev_32'],-0.42857142857142855,-0.42857142857142855,0,0
32_8,32,8,7,1,0,['Barry Williams_Peta Murgatroyd_32'],['Barry Williams_Peta Murgatroyd_32'],0.16666666666666669,0.16666666666666669,1,1
32_9,32,9,6,1,0,['Ariana Madix_Pasha Pashkov_32'],['Ariana Madix_Pasha Pashkov_32'],0.0,0.0,0,0
33_2,33,2,13,2,0,"['Anna Delvey_Ezra Sosa_33', 'Tori Spelling_Pasha Pashkov_33']","['Anna Delvey_Ezra Sosa_33', 'Tori Spelling_Pasha Pashkov_33']",-0.08333333333333333,-0.08333333333333333,2,2
33_3,33,3,11,2,1,"['Brooks Nader_Gleb Savchenko_33', 'Reginald VelJohnson_Emma Slater_33']","['Eric Roberts_Britt Stewart_33', 'Reginald VelJohnson_Emma Slater_33']",-0.04999999999999999,0.55,1,2
33_4,33,4,9,1,0,['Brooks Nader_Gleb Savchenko_33'],['Brooks Nader_Gleb Savchenko_33'],-0.5,-0.5,1,1
33_5,33,5,8,1,0,['Phaedra Parks_Val Chmerkovskiy_33'],['Phaedra Parks_Val Chmerkovskiy_33'],0.14285714285714285,0.14285714285714285,1,1
33_6,33,6,7,1,1,['Chandler Kinney_Brandon Armstrong_33'],['Dwight Howard\xa0_Daniella Karagach_33'],-1.0,-0.3333333333333333,0,0
33_7,33,7,6,1,0,['Dwight Howard\xa0_Daniella Karagach_33'],['Dwight Howard\xa0_Daniella Karagach_33'],0.4,0.4,1,1
34_10,34,10,6,1,0,['Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34'],['Jordan Chiles_Ezra Sosa (Apolo Anton Ohno week 9)_34'],0.2,0.2,0,0
34_2,34,2,14,2,0,"['Baron Davis_Britt Stewart_34', 'Corey Feldman_Jenna Johnson_34']","['Baron Davis_Britt Stewart_34', 'Corey Feldman_Jenna Johnson_34']",0.0,0.0,2,2
34_3,34,3,12,1,0,['Lauren Jauregui_Brandon Armstrong_34'],['Lauren Jauregui_Brandon Armstrong_34'],0.45454545454545453,0.45454545454545453,1,1
34_4,34,4,11,1,0,['Hilaria Baldwin_Gleb Savchenko_34'],['Hilaria Baldwin_Gleb Savchenko_34'],-0.5,-0.5,1,1
34_6,34,6,10,1,1,['Jen Affleck_Jan Ravnik_34'],['Scott Hoying_Rylee Arnold_34'],-0.1111111111111111,0.2222222222222222,0,1
34_7,34,7,9,1,0,['Jen Affleck_Jan Ravnik_34'],['Jen Affleck_Jan Ravnik_34'],-0.25,-0.25,1,1
34_8,34,8,8,1,0,['Danielle Fishel_Pasha Pashkov_34'],['Danielle Fishel_Pasha Pashkov_34'],0.2857142857142857,0.2857142857142857,1,1
34_9,34,9,7,1,0,['Andy Richter_Emma Slater/Kaitlyn Bristowe (week 9)_34'],['Andy Richter_Emma Slater/Kaitlyn Bristowe (week 9)_34'],0.6666666666666666,0.6666666666666666,1,1
3_1,3,1,11,1,0,['Tucker Carlson_Elena Grinenko_3'],['Tucker Carlson_Elena Grinenko_3'],0.0,0.0,1,1
3_2,3,2,10,1,1,['Shanna Moakler_Jesse DeSoto_3'],['Harry Hamlin_Ashly DelGrosso_3'],-0.4444444444444444,0.0,1,0
3_3,3,3,9,1,1,['Willa Ford_Maksim Chmerkoskiy_3'],['Harry Hamlin_Ashly DelGrosso_3'],0.0,-0.5,0,1
3_4,3,4,8,1,0,['Vivica A. Fox_Nick Kosovich_3'],['Vivica A. Fox_Nick Kosovich_3'],-0.14285714285714285,-0.14285714285714285,1,1
3_5,3,5,7,1,0,['Sara Evans_Tony Dovolani_3'],['Sara Evans_Tony Dovolani_3'],0.0,0.0,0,0
3_7,3,7,5,1,0,['Jerry Springer_Kym Johnson_3'],['Jerry Springer_Kym Johnson_3'],0.0,0.0,1,1
3_8,3,8,4,1,0,['Monique Coleman_Louis van Amstel_3'],['Monique Coleman_Louis van Amstel_3'],0.0,0.0,1,1
4_2,4,2,11,1,0,['Leeza Gibbons_Tony Dovolani_4'],['Leeza Gibbons_Tony Dovolani_4'],-0.3,-0.3,0,0
4_3,4,3,10,1,0,['Clyde Drexler_Elena Grinenko_4'],['Clyde Drexler_Elena Grinenko_4'],0.1111111111111111,0.1111111111111111,0,0
4_4,4,4,9,1,0,['Clyde Drexler_Elena Grinenko_4'],['Clyde Drexler_Elena Grinenko_4'],0.0,0.0,0,0
4_5,4,5,8,1,0,['Clyde Drexler_Elena Grinenko_4'],['Clyde Drexler_Elena Grinenko_4'],0.0,0.0,1,1
4_6,4,6,7,1,0,['John Ratzenberger_Edyta Sliwinska_4'],['John Ratzenberger_Edyta Sliwinska_4'],0.16666666666666666,0.16666666666666666,0,0
4_7,4,7,6,1,0,['Billy Ray Cyrus_Karina Smirnoff_4'],['Billy Ray Cyrus_Karina Smirnoff_4'],0.2,0.2,0,0
4_8,4,8,5,1,0,['Billy Ray Cyrus_Karina Smirnoff_4'],['Billy Ray Cyrus_Karina Smirnoff_4'],0.0,0.0,1,1
4_9,4,9,4,1,0,['Ian Ziering_Cheryl Burke_4'],['Ian Ziering_Cheryl Burke_4'],0.0,0.0,1,1
5_1,5,1,12,1,0,['Josie Maran_Alec Mazo_5'],['Josie Maran_Alec Mazo_5'],0.0,0.0,1,1
5_2,5,2,11,1,1,['Wayne Newton_Cheryl Burke_5'],['Albert Reed_Anna Trebunskaya_5'],0.3,-0.6,0,1
5_3,5,3,10,1,0,['Wayne Newton_Cheryl Burke_5'],['Wayne Newton_Cheryl Burke_5'],0.0,0.0,1,1
5_4,5,4,9,1,0,['Floyd Mayweather Jr. _Karina Smirnoff_5'],['Floyd Mayweather Jr. _Karina Smirnoff_5'],-0.125,-0.125,1,1
5_5,5,5,8,1,0,['Mark Cuban_Kym Johnson_5'],['Mark Cuban_Kym Johnson_5'],0.0,0.0,1,1
5_6,5,6,7,1,0,['Jane Seymour_Tony Dovolani_5'],['Jane Seymour_Tony Dovolani_5'],0.16666666666666666,0.16666666666666666,0,0
5_7,5,7,6,1,0,['Jane Seymour_Tony Dovolani_5'],['Jane Seymour_Tony Dovolani_5'],0.0,0.0,1,1
5_8,5,8,5,1,0,['Cameron Mathison_Edyta Sliwinska_5'],['Cameron Mathison_Edyta Sliwinska_5'],-0.5,-0.5,1,1
5_9,5,9,4,1,0,['Jennie Garth_Derek Hough_5'],['Jennie Garth_Derek Hough_5'],-0.3333333333333333,-0.3333333333333333,1,1
6_2,6,2,12,2,0,"['Monica Seles_Jonathan Roberts_6', 'Penn Jillette_Kym Johnson_6']","['Monica Seles_Jonathan Roberts_6', 'Penn Jillette_Kym Johnson_6']",-0.045454545454545456,-0.045454545454545456,2,2
6_3,6,3,10,1,0,['Steve Guttenberg_Anna Trebunskaya_6'],['Steve Guttenberg_Anna Trebunskaya_6'],-0.1111111111111111,-0.1111111111111111,1,1
6_4,6,4,9,1,0,['Adam Carolla_Julianne Hough_6'],['Adam Carolla_Julianne Hough_6'],0.0,0.0,1,1
6_5,6,5,8,1,0,['Priscilla Presley_Louis van Amstel_6'],['Priscilla Presley_Louis van Amstel_6'],0.0,0.0,1,1
6_6,6,6,7,1,0,['Marlee Matlin_Fabian Sanchez_6'],['Marlee Matlin_Fabian Sanchez_6'],0.0,0.0,1,1
6_7,6,7,6,1,0,['Shannon Elizabeth_Derek Hough_6'],['Shannon Elizabeth_Derek Hough_6'],-0.2,-0.2,1,1
6_8,6,8,5,1,0,['Mario_Karina Smirnoff_6'],['Mario_Karina Smirnoff_6'],-0.5,-0.5,1,1
6_9,6,9,4,1,0,['Marissa Jaret Winokur_Tony Dovolani_6'],['Marissa Jaret Winokur_Tony Dovolani_6'],0.0,0.0,1,1
7_1,7,1,13,2,0,"['Cloris Leachman_Corky Ballas_7', 'Jeffrey Ross_Edyta Sliwinska_7']","['Cloris Leachman_Corky Ballas_7', 'Jeffrey Ross_Edyta Sliwinska_7']",0.041666666666666664,0.041666666666666664,1,1
7_2,7,2,11,1,0,['Cloris Leachman_Corky Ballas_7'],['Cloris Leachman_Corky Ballas_7'],0.0,0.0,0,0
7_4,7,4,9,1,0,['Rocco DiSpirito_Karina Smirnoff_7'],['Rocco DiSpirito_Karina Smirnoff_7'],0.125,0.125,1,1
7_5,7,5,8,1,0,['Cloris Leachman_Corky Ballas_7'],['Cloris Leachman_Corky Ballas_7'],-0.14285714285714285,-0.14285714285714285,0,0
7_6,7,6,7,1,0,['Cloris Leachman_Corky Ballas_7'],['Cloris Leachman_Corky Ballas_7'],0.0,0.0,1,1
7_7,7,7,6,1,0,['Susan Lucci_Tony Dovolani_7'],['Susan Lucci_Tony Dovolani_7'],-0.4,-0.4,1,1
7_8,7,8,5,1,0,['Maurice Greene_Cheryl Burke_7'],['Maurice Greene_Cheryl Burke_7'],0.0,0.0,1,1
7_9,7,9,4,1,0,['Cody Linley_Julianne Hough_7'],['Cody Linley_Julianne Hough_7'],0.0,0.0,1,1
8_10,8,10,4,1,0,['Ty Murray_Chelsie Hightower_8'],['Ty Murray_Chelsie Hightower_8'],0.0,0.0,1,1
8_2,8,2,13,1,0,['Belinda Carlisle_Jonathan Roberts_8'],['Belinda Carlisle_Jonathan Roberts_8'],-0.3333333333333333,-0.3333333333333333,1,1
8_3,8,3,12,1,0,['Steve Wozniak_Karina Smirnoff_8'],['Steve Wozniak_Karina Smirnoff_8'],0.18181818181818182,0.18181818181818182,0,0
8_4,8,4,11,2,0,"['Holly Madison_Dmitry Chaplin_8', 'Steve Wozniak_Karina Smirnoff_8']","['Holly Madison_Dmitry Chaplin_8', 'Steve Wozniak_Karina Smirnoff_8']",-0.05,-0.05,2,2
8_5,8,5,9,1,0,['Steve-O_Lacey Schwimmer_8'],['Steve-O_Lacey Schwimmer_8'],0.125,0.125,0,0
8_6,8,6,8,1,0,['Steve-O_Lacey Schwimmer_8'],['Steve-O_Lacey Schwimmer_8'],0.0,0.0,1,1
8_7,8,7,7,1,0,['Lawrence Taylor_Edyta Sliwinska_8'],['Lawrence Taylor_Edyta Sliwinska_8'],0.0,0.0,1,1
8_8,8,8,6,1,0,['Chuck Wicks_Julianne Hough_8'],['Chuck Wicks_Julianne Hough_8'],-0.2,-0.2,1,1
8_9,8,9,5,1,0,"[""Lil' Kim_Derek Hough_8""]","[""Lil' Kim_Derek Hough_8""]",-0.25,-0.25,1,1
9_1,9,1,16,2,0,"['Ashley Hamiliton_Edyta Sliwinska_9', 'Macy Gray_Jonathan Roberts_9']","['Ashley Hamiliton_Edyta Sliwinska_9', 'Macy Gray_Jonathan Roberts_9']",0.0,0.0,2,2
9_2,9,2,14,1,0,['Kathy Ireland_Tony Dovolani_9'],['Kathy Ireland_Tony Dovolani_9'],0.0,0.0,1,1
9_3,9,3,13,1,1,['Debi Mazar_Maksim Chmerkoskiy_9'],['Tom DeLay_Cheryl Burke_9'],-0.16666666666666666,0.08333333333333333,1,0
9_4,9,4,11,1,0,['Chuck Liddell_Anna Trebunskaya_9'],['Chuck Liddell_Anna Trebunskaya_9'],-0.2,-0.2,1,1
9_5,9,5,10,1,0,['Natalie Coughlin_Alec Mazo_9'],['Natalie Coughlin_Alec Mazo_9'],-0.1111111111111111,-0.1111111111111111,1,1
9_6,9,6,9,2,1,"['Louie Vito_Chelsie Hightower_9', 'Melissa Joan Hart_Mark Ballas_9']","['Louie Vito_Chelsie Hightower_9', 'Michael Irvin_Anna Demidova_9']",-0.125,0.0,2,1
9_7,9,7,7,2,0,"['Mark Dacascos_Lacey Schwimmer_9', 'Michael Irvin_Anna Demidova_9']","['Mark Dacascos_Lacey Schwimmer_9', 'Michael Irvin_Anna Demidova_9']",0.0,0.0,2,2
9_8,9,8,5,1,0,['Aaron Carter_Karina Smirnoff_9'],['Aaron Carter_Karina Smirnoff_9'],-0.25,-0.25,1,1
9_9,9,9,4,1,1,['Donny Osmond_Kym Johnson_9'],['Joanna Krupa_Derek Hough_9'],0.6666666666666666,-0.6666666666666666,0,1
